id_str,user_id_str,in_reply_to_status_id_str,in_reply_to_user_id_str,created_at,in_reply_to_screen_name,source,user_name,user_screen_name,user_created_at,user_statuses_count,user_description,user_location,user_verified,user_followers_count,user_friends_count,user_url,text,entities_hashtags,entities_urls,entities_user_mentions,retweeted_status_id
997155047929778176,296759079,,,2018-05-17 16:41:04,,Twitter Web Client,Neil Jones,ragwortfacts,Wed May 11 10:51:08 +0000 2011,4823,"Entomologist, environmentalist & nature enthusiast. (Also debunks ragwort hysteria with reason &
science. It's ecologically valuable & rarely causes problems. )",UK,False,486,477,http://t.co/bGSP5eGt0q,RT @MattEAShardlow: BREAKING NEWS - Bayer and Syngenta lose court case challenging neonicotinoid ban - in future bees must only be exposed…,[],[],"[{'screen_name': 'MattEAShardlow', 'name': 'Matt Shardlow', 'id': 2282404970, 'id_str': '2282404970', 'indices': [3, 18]}]",997046703940423680
997155021753147392,415475621,,,2018-05-17 16:40:58,,Twitter for iPhone,Eric Andrieu,EricAndrieuEU,Fri Nov 18 11:37:47 +0000 2011,7041,"Member of the European Parliament - France, Sud-Ouest - S&D Spokesman for Agriculture and Chair of the PEST Committee #Narbonne #Aude",Occitanie,True,4886,2014,https://t.co/SzsHED5BAY,RT @TheProgressives: 🐝✅ We welcome the decision of the EU Court to to validate the restrictions introduced in 2013 on the insecticides clot…,[],[],"[{'screen_name': 'TheProgressives', 'name': 'S&D Group', 'id': 19287037, 'id_str': '19287037', 'indices': [3, 19]}]",997149224730071040
997154963863298048,142446117,,,2018-05-17 16:40:44,,Twitter for iPhone,Amanda Collumbine,ACollumbine,Mon May 10 22:38:43 +0000 2010,925,"Politics, evolution, food, music, movies & Corrie. Zoology grad, Parliamentary staff and world's luckiest mum and wife.",,False,113,471,,RT @MattEAShardlow: BREAKING NEWS - Bayer and Syngenta lose court case challenging neonicotinoid ban - in future bees must only be exposed…,[],[],"[{'screen_name': 'MattEAShardlow', 'name': 'Matt Shardlow', 'id': 2282404970, 'id_str': '2282404970', 'indices': [3, 18]}]",997046703940423680
997154927536492545,3365929053,,,2018-05-17 16:40:35,,Twitter Web Client,PBWF2013,ryl5858,Wed Jul 08 13:57:42 +0000 2015,155904,Plant Based Whole Foods supporter & trying to learn gardening. Not democrat or republican.,PA,False,1336,274,,RT @itsgardningtime: #Bees Love Purple #Salvia! #flowers #purpleflowers https://t.co/F1MbCXvqwE #gardenersworld See video! https://t.co/owP…,"[{'text': 'Bees', 'indices': [21, 26]}, {'text': 'Salvia', 'indices': [39, 46]}, {'text': 'flowers', 'indices': [48, 56]}, {'text': 'purpleflowers', 'indices': [57, 71]}, {'text': 'gardenersworld', 'indices': [96, 111]}]","[{'url': 'https://t.co/F1MbCXvqwE', 'expanded_url': 'http://itsgardeningtime.com/?p=3482', 'display_url': 'itsgardeningtime.com/?p=3482', 'indices': [72, 95]}]","[{'screen_name': 'itsgardningtime', 'name': 'itsgardeningtime', 'id': 2552806368, 'id_str': '2552806368', 'indices': [3, 19]}]",997154473783918592
997154884490350592,1384851770,997150256310771712,532408038,2018-05-17 16:40:25,BolshieBear,Twitter Web Client,sue pankhurst,viewreader,Sat Apr 27 16:17:28 +0000 2013,55682,Wildlife campaigner and advocate for justice and truth,UK,False,2427,2840,,"@BolshieBear @friends_earth No, but so very rewarding.  It is exciting watching the wildlife in one's garden.  Who… https://t.co/B20GfEQRwL",[],"[{'url': 'https://t.co/B20GfEQRwL', 'expanded_url': 'https://twitter.com/i/web/status/997154884490350592', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [116, 139]}]","[{'screen_name': 'BolshieBear', 'name': 'Bolshie Bear', 'id': 532408038, 'id_str': '532408038', 'indices': [0, 12]}, {'screen_name': 'friends_earth', 'name': 'Friends of the Earth', 'id': 20329672, 'id_str': '20329672', 'indices': [13, 27]}]",
997154609297752064,2494098080,,,2018-05-17 16:39:19,,Twitter for iPhone,Polli:Nation,LTL_Pollination,Wed May 14 12:00:27 +0000 2014,1116,Polli:Nation is being developed by LTL_Outdoors to turn UK schools into pollinator friendly habitats; empowering a nation of young activists,UK,False,882,632,https://t.co/UsU9YizNNa,RT @MattEAShardlow: BREAKING NEWS - Bayer and Syngenta lose court case challenging neonicotinoid ban - in future bees must only be exposed…,[],[],"[{'screen_name': 'MattEAShardlow', 'name': 'Matt Shardlow', 'id': 2282404970, 'id_str': '2282404970', 'indices': [3, 18]}]",997046703940423680
997154473783918592,2552806368,,,2018-05-17 16:38:47,,Tweet Old Post,itsgardeningtime,itsgardningtime,Sat Jun 07 15:32:49 +0000 2014,184240,"Gardening is our passion! It brings joy to our lives, and we intend to share our joy with the world. It's Gardening Time!",Washington DC Metro Area,False,4677,1487,http://t.co/9khQiqTcmn,#Bees Love Purple #Salvia! #flowers #purpleflowers https://t.co/F1MbCXvqwE #gardenersworld See video! https://t.co/owPQIBX2lX,"[{'text': 'Bees', 'indices': [0, 5]}, {'text': 'Salvia', 'indices': [18, 25]}, {'text': 'flowers', 'indices': [27, 35]}, {'text': 'purpleflowers', 'indices': [36, 50]}, {'text': 'gardenersworld', 'indices': [75, 90]}]","[{'url': 'https://t.co/F1MbCXvqwE', 'expanded_url': 'http://itsgardeningtime.com/?p=3482', 'display_url': 'itsgardeningtime.com/?p=3482', 'indices': [51, 74]}]",[],
997154394897633280,245450986,,,2018-05-17 16:38:28,,Instagram,Glen Warden,Glen_warden,Mon Jan 31 18:40:13 +0000 2011,1132,"My Likes are Nature, Cycling, Walking, Cars, Gardening, Photography, Fitness & a good Film. my favoured charities are #cancerresearchuk #bbcchildreninneed",Bolton,False,53,182,,My #bees are back #summer is soon going to be… https://t.co/EkdgRm0Rgb,"[{'text': 'bees', 'indices': [3, 8]}, {'text': 'summer', 'indices': [18, 25]}]","[{'url': 'https://t.co/EkdgRm0Rgb', 'expanded_url': 'https://www.instagram.com/p/Bi4qyl1lBzh/?utm_source=ig_twitter_share&igshid=1xu78hg1l3ocq', 'display_url': 'instagram.com/p/Bi4qyl1lBzh/…', 'indices': [47, 70]}]",[],
997154358314831872,67332005,,,2018-05-17 16:38:19,,Twitter for iPhone,Sean Mangion,Tamal01,Thu Aug 20 14:44:51 +0000 2009,6999,Head of Secretariat for Persons with Disability and Active Ageing @MaltaGov | Accountant | Apple fan 📱🖱| Juve fan ⚪️⚫️,Malta,False,356,543,,RT @TheProgressives: 🐝✅ We welcome the decision of the EU Court to to validate the restrictions introduced in 2013 on the insecticides clot…,[],[],"[{'screen_name': 'TheProgressives', 'name': 'S&D Group', 'id': 19287037, 'id_str': '19287037', 'indices': [3, 19]}]",997149224730071040
997154246264000512,992312003933880320,,,2018-05-17 16:37:53,,Twitter for Android,Ivana Antonovic,Ivana_Antonovic,Fri May 04 07:56:32 +0000 2018,6,,,False,5,44,,"RT @apimondiabees: 75% of the world's food crops depend at least in part on #pollination.

#WorldBeeDay is celebrated on 20 May 

#bees #ho…","[{'text': 'pollination', 'indices': [76, 88]}, {'text': 'WorldBeeDay', 'indices': [91, 103]}, {'text': 'bees', 'indices': [130, 135]}]",[],"[{'screen_name': 'apimondiabees', 'name': 'Apimondia Bees', 'id': 3233034477, 'id_str': '3233034477', 'indices': [3, 17]}]",997091232596811776
997154107608715264,54664294,,,2018-05-17 16:37:20,,Twitter for iPhone,Lucy Saunders,lucybeercook,Tue Jul 07 20:25:30 +0000 2009,11824,"Cookbooks, food+beer pairing, happy to write, garden & live near Lake Michigan in MKE; veg-centric dishes: DINNER IN THE BEER GARDEN. You can Beer the Change.",beercook.com,False,4452,1784,https://t.co/nBg6SMnnGC,"RT @CECHR_UoD: EU court upholds insecticide ban to protect bees
https://t.co/4Vza3uvc4d #neonicotinoids #neonics #Pesticides #pollinators #…","[{'text': 'neonicotinoids', 'indices': [88, 103]}, {'text': 'neonics', 'indices': [104, 112]}, {'text': 'Pesticides', 'indices': [113, 124]}, {'text': 'pollinators', 'indices': [125, 137]}]","[{'url': 'https://t.co/4Vza3uvc4d', 'expanded_url': 'https://www.swissinfo.ch/eng/eu-court-upholds-insecticide-ban-to-protect-bees/44125206', 'display_url': 'swissinfo.ch/eng/eu-court-u…', 'indices': [64, 87]}]","[{'screen_name': 'CECHR_UoD', 'name': 'CECHR', 'id': 482133423, 'id_str': '482133423', 'indices': [3, 13]}]",997123323057160193
997154024557195265,20751546,,,2018-05-17 16:37:00,,Twitter for iPhone,Camilla d'Errico,Helmetgirl,Fri Feb 13 06:07:29 +0000 2009,14864,"I love painting ethereal portraits of girls with rainbows and animals plus I love chai lattes, frenchies, saving the planet, vampires & zombies!",Vancouver,True,15636,1066,https://t.co/EwOC0MgsOP,RT @TheCamillaStore: I love these #glittery #enamelpins! These are both available on the shop(https://t.co/XP38aGYD6Y) right now and they a…,"[{'text': 'glittery', 'indices': [34, 43]}, {'text': 'enamelpins', 'indices': [44, 55]}]","[{'url': 'https://t.co/XP38aGYD6Y', 'expanded_url': 'http://thecamillastore.etsy.com', 'display_url': 'thecamillastore.etsy.com', 'indices': [94, 117]}]","[{'screen_name': 'TheCamillaStore', 'name': 'The Camilla Store', 'id': 396922785, 'id_str': '396922785', 'indices': [3, 19]}]",996765550025105408
997153941266817025,16318652,,,2018-05-17 16:36:40,,SocialNewsDesk,Spectrum News Austin,SpecNewsATX,Tue Sep 16 22:26:03 +0000 2008,86095,"Central Texas' only 24-hour news, weather & sports channel. Follow us on Facebook: https://t.co/hcW3c294KH","Austin, Texas",True,55984,8071,https://t.co/ooLuTOLDd1,A swarm of #bees left a man in critical condition after he went into cardiac arrest and was resuscitated by @ATCEMS… https://t.co/rbutwACQRQ,"[{'text': 'bees', 'indices': [11, 16]}]","[{'url': 'https://t.co/rbutwACQRQ', 'expanded_url': 'https://twitter.com/i/web/status/997153941266817025', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]","[{'screen_name': 'ATCEMS', 'name': 'ATCEMS', 'id': 394077010, 'id_str': '394077010', 'indices': [108, 115]}]",
997153762446860290,913856994775355394,,,2018-05-17 16:35:57,,Twitter for iPad,FatemehRiahi,FatemehRiahi6,Fri Sep 29 20:04:21 +0000 2017,732,کتاب‌ها غذا ستاره‌های Vine شوخ‌طبعی هنر موسیقی موسیقی کمدین‌ها مد هنرمندان بین‌المللی تناسب اندام اخبار بریتانیا و,"London, England",False,21,196,,"RT @AnneScottlin: ❦Life's sweetness is ready for the taking, but you have to be willing seek and partake.~Anne Scottlin 
#happiness #flower…","[{'text': 'happiness', 'indices': [121, 131]}]",[],"[{'screen_name': 'AnneScottlin', 'name': 'Anne Scottlin', 'id': 564138146, 'id_str': '564138146', 'indices': [3, 16]}]",992930069017313284
997153674408398848,953396664051683328,,,2018-05-17 16:35:36,,Twitter Lite,Marzena Edyta,marzena_edyta,Tue Jan 16 22:40:52 +0000 2018,4628,"Happy wife,busy mama,love nature,still learning about life.",Ireland,False,217,92,,RT @SiobhanNews: The crab apple tree was later than usual coming into full blossom this year but it was absolutely buzzing with activity in…,[],[],"[{'screen_name': 'SiobhanNews', 'name': 'Siobhan McNamara', 'id': 562069112, 'id_str': '562069112', 'indices': [3, 15]}]",996872135980273665
997153631706206208,913856994775355394,,,2018-05-17 16:35:26,,Twitter for iPad,FatemehRiahi,FatemehRiahi6,Fri Sep 29 20:04:21 +0000 2017,732,کتاب‌ها غذا ستاره‌های Vine شوخ‌طبعی هنر موسیقی موسیقی کمدین‌ها مد هنرمندان بین‌المللی تناسب اندام اخبار بریتانیا و,"London, England",False,21,196,,"RT @AnneScottlin: ❦In sharing we receive.~Anne Scottlin
#share #give #hummingbird #drink
#bees #Pic #thx @ahmarhasan28 https://t.co/sA18zTe…","[{'text': 'share', 'indices': [56, 62]}, {'text': 'give', 'indices': [63, 68]}, {'text': 'hummingbird', 'indices': [69, 81]}, {'text': 'drink', 'indices': [82, 88]}, {'text': 'bees', 'indices': [89, 94]}, {'text': 'Pic', 'indices': [95, 99]}, {'text': 'thx', 'indices': [100, 104]}]",[],"[{'screen_name': 'AnneScottlin', 'name': 'Anne Scottlin', 'id': 564138146, 'id_str': '564138146', 'indices': [3, 16]}, {'screen_name': 'ahmarhasan28', 'name': 'SYED AHMAR HASAN ☺', 'id': 3415757301, 'id_str': '3415757301', 'indices': [105, 118]}]",994275627174776832
997153608889139200,754246956780773377,,,2018-05-17 16:35:21,,Twitter for iPhone,Faye Moran,nectarbristol,Sat Jul 16 09:31:02 +0000 2016,374,,"Bristol, England",False,307,677,,RT @southnectarlisa: Bringing back the 🐝 amazing! #gin #bees @nectarimportsuk @warner_edwards #gintastinglunch https://t.co/TLflmxkVc0,"[{'text': 'gin', 'indices': [50, 54]}, {'text': 'bees', 'indices': [55, 60]}, {'text': 'gintastinglunch', 'indices': [94, 110]}]",[],"[{'screen_name': 'southnectarlisa', 'name': ""Lisa O'Byrne"", 'id': 3217378061, 'id_str': '3217378061', 'indices': [3, 19]}, {'screen_name': 'nectarimportsuk', 'name': 'Nectar Imports', 'id': 1364411382, 'id_str': '1364411382', 'indices': [61, 77]}, {'screen_name': 'warner_edwards', 'name': 'Warner Edwards', 'id': 590292639, 'id_str': '590292639', 'indices': [78, 93]}]",997102452561375234
997153520347439104,2367806942,,,2018-05-17 16:35:00,,Twibble.io,HoneymoonGondol,HoneymoonGondol,Sat Mar 01 23:47:58 +0000 2014,780632,I do 800 RT a day on animal human rights climate change advocate Charity volunteer homeless shelter foster care foundation community WORLD PEACE,honeymoongondola@gmail.com,False,103515,2809,,RT @dw_environment: EU court upholds ban on pesticides threatening #bees @Greenpeace @JuneStoyer via @dwnews https://t.co/cpJSsNlO6X,"[{'text': 'bees', 'indices': [67, 72]}]",[],"[{'screen_name': 'dw_environment', 'name': 'DW - Environment', 'id': 264200572, 'id_str': '264200572', 'indices': [3, 18]}, {'screen_name': 'Greenpeace', 'name': 'Greenpeace', 'id': 3459051, 'id_str': '3459051', 'indices': [73, 84]}, {'screen_name': 'JuneStoyer', 'name': 'June Stoyer', 'id': 23246523, 'id_str': '23246523', 'indices': [85, 96]}, {'screen_name': 'dwnews', 'name': 'dwnews', 'id': 6134882, 'id_str': '6134882', 'indices': [101, 108]}]",997099686707302405
997153488567263235,2799195971,,,2018-05-17 16:34:52,,Twitter for iPhone,Mike Phillips 🇨🇦,MikePhillipsArt,Thu Oct 02 01:02:48 +0000 2014,1661,"Art Director, Concept Artist in games. Daily sketch twitter. Available for freelance/commission work.","Sparks, Md  ",False,347,249,https://t.co/n3tb6DB4bn,118/365 #cartoon #whimsical #bee #bees #sunflower #gift #paint #fun #flying #cute #painting #mikephillipsart… https://t.co/vAg8LToaSQ,"[{'text': 'cartoon', 'indices': [8, 16]}, {'text': 'whimsical', 'indices': [17, 27]}, {'text': 'bee', 'indices': [28, 32]}, {'text': 'bees', 'indices': [33, 38]}, {'text': 'sunflower', 'indices': [39, 49]}, {'text': 'gift', 'indices': [50, 55]}, {'text': 'paint', 'indices': [56, 62]}, {'text': 'fun', 'indices': [63, 67]}, {'text': 'flying', 'indices': [68, 75]}, {'text': 'cute', 'indices': [76, 81]}, {'text': 'painting', 'indices': [82, 91]}, {'text': 'mikephillipsart', 'indices': [92, 108]}]","[{'url': 'https://t.co/vAg8LToaSQ', 'expanded_url': 'https://twitter.com/i/web/status/997153488567263235', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [110, 133]}]",[],
997153443965034496,75934946,,,2018-05-17 16:34:41,,TweetDeck,Sisyphus,papicek,Mon Sep 21 02:10:55 +0000 2009,260237,Delivering the Final Verdict . . . .,"Massachusetts, USA",False,2458,1953,,RT @MattEAShardlow: BREAKING NEWS - Bayer and Syngenta lose court case challenging neonicotinoid ban - in future bees must only be exposed…,[],[],"[{'screen_name': 'MattEAShardlow', 'name': 'Matt Shardlow', 'id': 2282404970, 'id_str': '2282404970', 'indices': [3, 18]}]",997046703940423680
997153315187253249,470478353,,,2018-05-17 16:34:11,,Twitter for iPhone,Nick Mackman,NickMackman,Sat Jan 21 20:15:48 +0000 2012,2473,Award winning sculptor of one-off ceramic and limited edition bronze animal sculptures bursting with natural character and life. #sculpture #animals,"Okehampton, Devon, U.K.",False,5579,3514,https://t.co/5uAkYw4gsk,Listen to the birds and the bees on my way to the studio this morning. Wonderful! 😊 #bees #birdsong https://t.co/wlwwRWWGOt,"[{'text': 'bees', 'indices': [84, 89]}, {'text': 'birdsong', 'indices': [90, 99]}]",[],[],
997152795395526656,970862673859670017,,,2018-05-17 16:32:07,,Twitter Web Client,UniteNot4Profit,UniteLE524,Tue Mar 06 03:24:33 +0000 2018,697,We are Unite LE524 branch dedicated to members working in the Community Youth & Not For Profit Sector in over 500 organisations.,"London, England",False,1062,1766,,"RT @AaronAtFoE: I wrote this! ""Air pollution solutions: clean air for the UK"": https://t.co/RRmZ8iBVbE via @friends_earth",[],"[{'url': 'https://t.co/RRmZ8iBVbE', 'expanded_url': 'https://friendsoftheearth.uk/clean-air/air-pollution-solutions-clean-air-uk', 'display_url': 'friendsoftheearth.uk/clean-air/air-…', 'indices': [79, 102]}]","[{'screen_name': 'AaronAtFoE', 'name': 'Aaron Kiely', 'id': 3449104175, 'id_str': '3449104175', 'indices': [3, 14]}, {'screen_name': 'friends_earth', 'name': 'Friends of the Earth', 'id': 20329672, 'id_str': '20329672', 'indices': [107, 121]}]",952922551910567936
997152472362729474,20329672,,171867802,2018-05-17 16:30:50,chrisbeardshaw,Twitter Web Client,Friends of the Earth,friends_earth,Sat Feb 07 20:03:28 +0000 2009,26517,"From #PlasticFreeFriday to protecting wildlife and fighting fracking, we want to change the world for good. Here for you Mon-Fri 9.30am-5pm 😀","London, UK",False,176945,10532,https://t.co/vfs0vJkRa5,@chrisbeardshaw Hi! The #GreatBritishBeeCount launched today! Download the app and get spotting #bees:🐝… https://t.co/ih9glHlvyb,"[{'text': 'GreatBritishBeeCount', 'indices': [24, 45]}, {'text': 'bees', 'indices': [96, 101]}]","[{'url': 'https://t.co/ih9glHlvyb', 'expanded_url': 'https://twitter.com/i/web/status/997152472362729474', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [105, 128]}]","[{'screen_name': 'chrisbeardshaw', 'name': 'Chris Beardshaw', 'id': 171867802, 'id_str': '171867802', 'indices': [0, 15]}]",
997152460937494528,114152503,,,2018-05-17 16:30:47,,Twitter for iPad,Bev Bookless,BBWylam,Sun Feb 14 09:39:21 +0000 2010,4602,"Live in beautiful Northumberland and adore reading, driving, cooking, knitting and my gorgeous border terrier,Poppy.
Sole owner of You First Coaching",,False,348,692,,"Join the Great British Bee Count
I've just spotted Banded White-Tailed Bumblebees in the Great British Bee Count. S… https://t.co/wwyfTt5uN1",[],"[{'url': 'https://t.co/wwyfTt5uN1', 'expanded_url': 'https://twitter.com/i/web/status/997152460937494528', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]",[],
997152452867772416,845677833167028224,,,2018-05-17 16:30:45,,Twitter Web Client,Champagneinthegarden,pourmeacoupe,Sat Mar 25 16:44:42 +0000 2017,397,,"Maine, USA",False,544,576,https://t.co/gkkXEumOyi,"I cannot bring myself to mow all these flowers.  The ""lawn"" will need to look shaggy a bit longer.  Anyway, bumbleb… https://t.co/biEOiD6iww",[],"[{'url': 'https://t.co/biEOiD6iww', 'expanded_url': 'https://twitter.com/i/web/status/997152452867772416', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]",[],
997152325780344833,1010807215,,,2018-05-17 16:30:15,,Twitter Lite,NTIRENGANYA Emmanuel,EmNtirenganya,Fri Dec 14 09:41:54 +0000 2012,9923,"Journalist for @NewTimesRwanda.  Specialised in Agriculture, Livestock & Fisheries.
Peacemaker and virtue-oriented, he yearns for entire world's real happiness.",Rwanda,False,797,576,http://t.co/UoheVdru,"RT @FAOKnowledge: World Bee day is on Sunday 20th May! 

🔊 Ahead of the day check out our podcast on why more #bees means better food https…","[{'text': 'bees', 'indices': [110, 115]}]",[],"[{'screen_name': 'FAOKnowledge', 'name': 'FAO Knowledge', 'id': 453893556, 'id_str': '453893556', 'indices': [3, 16]}]",997137685734096896
997152306452889600,20329672,,1069182756,2018-05-17 16:30:10,plantmadman,Twitter Web Client,Friends of the Earth,friends_earth,Sat Feb 07 20:03:28 +0000 2009,26517,"From #PlasticFreeFriday to protecting wildlife and fighting fracking, we want to change the world for good. Here for you Mon-Fri 9.30am-5pm 😀","London, UK",False,176945,10532,https://t.co/vfs0vJkRa5,@plantmadman Hi! The #GreatBritishBeeCount launched today! Download the app and get spotting #bees:… https://t.co/2SfdVt46Gq,"[{'text': 'GreatBritishBeeCount', 'indices': [21, 42]}, {'text': 'bees', 'indices': [93, 98]}]","[{'url': 'https://t.co/2SfdVt46Gq', 'expanded_url': 'https://twitter.com/i/web/status/997152306452889600', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [101, 124]}]","[{'screen_name': 'plantmadman', 'name': 'Matthew Biggs', 'id': 1069182756, 'id_str': '1069182756', 'indices': [0, 12]}]",
997152215394668547,953959797392658432,,,2018-05-17 16:29:48,,Twitter Web Client,iLEAPS,iLEAPS18,Thu Jan 18 11:58:34 +0000 2018,612,"iLEAPS - a global research project focusing on the fundamental processes that link land-atmosphere exchange, climate, the water cycle & tropospheric chemistry.","England, United Kingdom",False,99,228,https://t.co/Iy299SyO9U,RT @friends_earth: 🐝 The #GreatBritishBeeCount is go! Download the app for #Android or #iPhone – search for ‘Great British Bee Count’ or ch…,"[{'text': 'GreatBritishBeeCount', 'indices': [25, 46]}, {'text': 'Android', 'indices': [75, 83]}, {'text': 'iPhone', 'indices': [87, 94]}]",[],"[{'screen_name': 'friends_earth', 'name': 'Friends of the Earth', 'id': 20329672, 'id_str': '20329672', 'indices': [3, 17]}]",997024095127646210
997152166493245441,910255841789530113,,,2018-05-17 16:29:37,,Twitter for iPhone,Gelle,Gelle24741850,Tue Sep 19 21:34:39 +0000 2017,1603,Gelle Klein Ikkink | Persoonlijke tweets | Account voor werktweets: @Gelle1,"Epe, Nederland",False,57,194,,RT @MattEAShardlow: BREAKING NEWS - Bayer and Syngenta lose court case challenging neonicotinoid ban - in future bees must only be exposed…,[],[],"[{'screen_name': 'MattEAShardlow', 'name': 'Matt Shardlow', 'id': 2282404970, 'id_str': '2282404970', 'indices': [3, 18]}]",997046703940423680
997152112776826882,377240272,,,2018-05-17 16:29:24,,Twitter Web Client,Linda Hurrell,LindaHurrell,Wed Sep 21 07:46:10 +0000 2011,61723,,,False,523,142,,RT @HawfordFarm: I once grew Borage over 40 years ago. Still with us and taking over! But good for bees and apparently great in Pimms! #bee…,[],[],"[{'screen_name': 'HawfordFarm', 'name': 'Geoff Sansome', 'id': 3026489962, 'id_str': '3026489962', 'indices': [3, 15]}]",997150669617418242
997152097719242754,105445049,,,2018-05-17 16:29:20,,Twitter for iPhone,Frans Bosscher,FransBosscher,Sat Jan 16 10:51:37 +0000 2010,2029,"tekstschrijver, eindredacteur, bladenmaker, Puur Natuur, crossmedia adviseur, muziekliefhebber, hardloper, fotograaf",Netherlands,False,477,124,http://t.co/SIizdoagA2,RT @MattEAShardlow: BREAKING NEWS - Bayer and Syngenta lose court case challenging neonicotinoid ban - in future bees must only be exposed…,[],[],"[{'screen_name': 'MattEAShardlow', 'name': 'Matt Shardlow', 'id': 2282404970, 'id_str': '2282404970', 'indices': [3, 18]}]",997046703940423680
997152010456784896,3330170859,,,2018-05-17 16:29:00,,Twitter for Android,Horwich Honey,HorwichHoney,Tue Jun 16 21:41:51 +0000 2015,1627,Horwich Honey provides honey which has been produced by its own Honey Bee colonies in and around the Horwich area.,"Horwich, England",False,819,635,http://t.co/PxHrqekiHy,RT @Kate_Bradbury: Happy to be sharing my Publication Day with the launch of @friendsoftheearth #GreatBritishBeeCount 🐝 #Bees are in troubl…,[],[],"[{'screen_name': 'Kate_Bradbury', 'name': 'Kate Bradbury', 'id': 60878373, 'id_str': '60878373', 'indices': [3, 17]}]",997061900604092416
997151916969742336,20329672,,471107626,2018-05-17 16:28:37,pottingshed1,Twitter Web Client,Friends of the Earth,friends_earth,Sat Feb 07 20:03:28 +0000 2009,26517,"From #PlasticFreeFriday to protecting wildlife and fighting fracking, we want to change the world for good. Here for you Mon-Fri 9.30am-5pm 😀","London, UK",False,176945,10532,https://t.co/vfs0vJkRa5,@pottingshed1 Hi! The #GreatBritishBeeCount launched today! Download the app and get spotting #bees:… https://t.co/OUFhx5DxLb,"[{'text': 'GreatBritishBeeCount', 'indices': [22, 43]}, {'text': 'bees', 'indices': [94, 99]}]","[{'url': 'https://t.co/OUFhx5DxLb', 'expanded_url': 'https://twitter.com/i/web/status/997151916969742336', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [102, 125]}]","[{'screen_name': 'pottingshed1', 'name': 'The Potting Shed UK', 'id': 471107626, 'id_str': '471107626', 'indices': [0, 13]}]",
997151833771692032,2874038769,,,2018-05-17 16:28:18,,Twitter for Android,Robbie Rowe,privateshufti,Wed Nov 12 18:23:27 +0000 2014,866,"Scientist, skeptic, slacktivist, grumpster.
Science, nature, books, politics, environment, #microplastics a particular interest",Laniakea ,False,322,1134,,RT @MattEAShardlow: BREAKING NEWS - Bayer and Syngenta lose court case challenging neonicotinoid ban - in future bees must only be exposed…,[],[],"[{'screen_name': 'MattEAShardlow', 'name': 'Matt Shardlow', 'id': 2282404970, 'id_str': '2282404970', 'indices': [3, 18]}]",997046703940423680
997151750686695424,215714332,,,2018-05-17 16:27:58,,Twitter Web Client,Cengiz Taş,vetcetas,Sun Nov 14 18:33:24 +0000 2010,4837,"Veteriner Hekim (Veterinarian) ; hayvan sağlığı,hayvancılık,gıda güvenliği,Tek Sağlık (animal health,livestock,food safety,one health)",Türkiye (Turkey),False,516,356,,"RT @FAOKnowledge: World Bee day is on Sunday 20th May! 

🔊 Ahead of the day check out our podcast on why more #bees means better food https…","[{'text': 'bees', 'indices': [110, 115]}]",[],"[{'screen_name': 'FAOKnowledge', 'name': 'FAO Knowledge', 'id': 453893556, 'id_str': '453893556', 'indices': [3, 16]}]",997137685734096896
997151726238162945,19790740,,,2018-05-17 16:27:52,,Twitter Web Client,Seppo,sepponet,Fri Jan 30 21:48:10 +0000 2009,30122,Cartoonist and illustrator. Environmental cartoons & humour. Some tweets in Finnish.,Finland,False,13843,2760,http://t.co/u6LbIqKOFn,RT @MattEAShardlow: BREAKING NEWS - Bayer and Syngenta lose court case challenging neonicotinoid ban - in future bees must only be exposed…,[],[],"[{'screen_name': 'MattEAShardlow', 'name': 'Matt Shardlow', 'id': 2282404970, 'id_str': '2282404970', 'indices': [3, 18]}]",997046703940423680
997151664397213697,956898611597578241,,,2018-05-17 16:27:37,,Twitter Web Client,HeartsForHeartsGirlsGames,H4HGirlsGames,Fri Jan 26 14:36:22 +0000 2018,444,"Canadian based company, engaging kids to learn through play, embrace cultural diversity & showcase their artistic talent!","Toronto, Ontario",False,251,819,https://t.co/pg1wD0paXQ,How do you get kids involved on environmental issues? Get them engaged! Our digital art collaboration in our… https://t.co/RwxguluZXJ,[],"[{'url': 'https://t.co/RwxguluZXJ', 'expanded_url': 'https://twitter.com/i/web/status/997151664397213697', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [110, 133]}]",[],
